house_age
41
41
41
41
42
41
41
41
41
41
41
42
42
41
41
40
41
41
40
40
40
40
40
40
40
40
40
40
40
39
39
40
40
40
39
39
39
39
39
39
39
39
39
39
39
39
39
39
39
39
39
39
39
39
39
39
39
34
39
39
34
34
39
39
38
38
38
38
33
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
37
38
38
38
34
34
38
37
37
37
38
38
37
37
37
37
37
37
37
41
41
41
42
41
40
40
40
40
40
40
39
40
39
39
39
40
40
40
34
39
39
38
37
38
38
34
38
37
37
37
36
36
40
39
39
39
38
38
38
37
37
38
38
38
38
36
32
32
42
41
41
41
41
41
41
41
41
41
41
41
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
39
39
39
39
39
40
40
39
39
39
39
39
39
39
38
38
38
38
38
38
38
38
38
38
38
38
37
37
37
37
36
36
36
34
35
34
42
46
46
46
46
42
41
41
41
41
41
41
41
41
41
41
41
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
39
39
39
39
40
40
40
39
39
39
39
39
38
38
38
38
38
38
38
38
38
38
38
38
37
37
37
36
36
35
34
42
42
34
34
33
33
41
40
40
40
40
40
40
40
40
40
39
39
38
37
36
36
36
36
36
36
35
34
33
34
34
45
45
45
34
33
34
33
34
40
40
33
33
34
34
34
34
34
34
34
34
33
34
34
34
33
33
33
33
33
33
33
33
40
34
34
34
34
33
34
34
34
34
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
34
34
33
33
33
33
34
33
33
33
34
34
34
49
49
49
43
43
47
42
42
42
35
42
42
42
42
42
42
42
42
40
40
39
39
38
38
37
35
35
35
34
34
34
43
43
35
43
43
43
51
51
49
49
48
49
49
49
49
49
49
47
47
47
45
36
45
45
45
45
35
35
44
35
43
43
43
43
43
43
43
43
43
35
42
42
40
40
40
34
34
34
42
33
34
48
48
45
44
42
42
40
40
40
40
39
38
34
33
43
42
44
44
44
35
47
44
44
44
41
40
32
39
36
34
43
44
44
38
36
36
35
34
33
33
34
40
40
39
34
34
34
39
39
34
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
39
40
40
40
40
40
35
39
38
38
38
39
39
39
39
39
39
39
38
38
32
39
39
39
39
38
38
38
38
38
38
38
38
38
38
33
38
38
38
34
40
40
40
39
40
39
39
39
35
38
37
35
34
34
40
40
40
40
40
40
40
37
37
37
37
34
34
34
33
33
34
33
51
51
50
47
47
47
47
47
41
41
41
41
41
41
36
36
36
36
41
41
40
40
40
39
38
37
37
37
35
34
51
51
51
51
51
50
49
49
49
49
49
49
49
49
49
49
49
48
48
48
47
47
47
47
47
47
47
47
47
43
37
40
35
35
35
34
34
51
47
47
42
41
36
37
35
35
34
34
34
40
40
40
40
40
37
37
37
37
36
36
35
36
35
35
35
35
36
35
35
35
34
33
34
34
34
43
43
43
43
43
33
43
43
35
36
34
34
34
33
33
33
33
33
33
32
32
43
35
34
35
33
34
34
34
34
33
33
33
34
34
34
34
34
33
35
35
35
36
36
35
35
36
35
35
35
35
35
35
35
36
35
41
41
40
40
40
40
41
41
41
40
35
34
34
34
34
36
36
36
40
34
34
34
34
34
34
33
34
37
37
36
36
36
35
35
41
41
39
39
39
39
34
33
33
33
35
33
33
34
33
33
33
35
36
35
35
45
45
48
47
46
46
46
46
46
42
42
44
44
44
44
44
44
44
44
44
44
44
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
43
40
40
40
40
40
40
40
42
42
42
42
42
42
42
42
41
41
41
42
42
42
42
44
44
44
44
44
34
34
35
34
33
33
33
33
33
33
33
34
34
34
34
34
34
34
34
34
35
43
43
43
43
43
43
34
34
34
34
34
34
33
34
33
34
34
33
34
33
33
33
33
34
34
33
34
33
33
33
33
42
42
42
33
34
34
33
33
33
33
34
33
33
33
33
48
42
39
39
39
39
39
36
39
39
38
37
38
34
43
43
34
47
47
46
46
46
46
46
46
46
45
44
44
44
44
44
44
44
44
44
44
37
37
44
44
44
43
38
36
35
34
34
46
44
44
44
44
44
44
42
40
37
37
37
37
37
34
34
44
44
44
44
43
43
42
42
42
42
43
43
43
43
43
43
43
43
43
42
43
43
43
41
41
41
41
43
43
43
43
43
51
51
51
49
49
49
49
49
49
49
48
47
47
47
47
45
45
45
43
43
43
42
42
42
42
42
42
42
42
42
42
42
42
42
42
34
34
41
41
41
41
35
35
51
51
51
51
51
51
51
51
47
49
49
49
49
49
49
49
49
49
49
49
49
49
49
49
49
48
48
48
48
48
48
48
48
48
48
48
47
47
47
48
47
47
47
48
48
48
45
45
45
44
44
44
44
44
44
44
44
44
44
44
44
44
44
43
43
43
43
43
43
44
44
43
42
40
51
51
48
48
45
45
44
41
40
40
40
40
40
43
38
38
40
40
34
33
33
33
34
34
34
33
33
40
33
33
33
33
33
33
32
32
32
33
33
33
33
34
34
35
36
36
36
35
34
34
34
35
35
34
35
35
34
34
34
34
34
34
34
34
34
34
34
34
33
33
34
34
34
34
34
34
34
33
33
34
34
34
34
34
33
33
34
33
34
34
34
33
32
33
34
33
33
33
35
34
34
34
34
34
34
34
34
34
34
34
34
33
34
34
34
34
34
34
34
34
34
34
33
34
34
34
33
34
34
34
33
34
33
33
33
34
34
33
34
33
33
34
32
34
34
33
34
34
33
33
33
33
33
33
33
33
33
34
34
34
33
33
33
50
50
50
42
42
34
34
34
34
34
34
34
34
51
51
51
51
50
50
50
48
48
48
48
48
49
49
49
49
49
48
48
48
48
48
48
48
48
48
48
48
47
47
47
47
47
47
46
46
46
46
46
46
46
46
46
45
45
45
45
45
45
42
34
34
35
34
44
45
45
45
40
40
34
34
42
42
42
42
42
42
41
41
41
41
37
37
37
37
37
37
36
36
35
42
42
42
42
33
33
33
44
44
39
41
41
38
36
42
33
33
33
42
41
40
33
33
40
36
35
34
34
34
34
34
34
33
34
34
34
33
33
33
33
33
33
33
33
34
34
34
34
33
33
33
33
33
33
33
33
33
33
33
33
33
33
34
33
33
33
33
33
33
33
33
30
41
41
32
41
41
41
41
40
40
41
41
40
41
40
40
40
40
40
40
40
40
39
40
39
39
39
39
39
39
39
39
39
39
39
34
34
39
39
39
39
39
39
38
38
38
38
33
38
38
38
38
38
38
38
38
38
38
38
37
37
38
38
38
38
38
38
37
41
41
41
40
40
41
40
40
40
40
40
40
39
39
39
39
39
39
38
38
33
37
38
38
38
38
36
40
40
39
39
38
38
38
38
37
38
38
38
38
36
32
32
41
41
41
41
41
36
41
41
41
41
41
40
40
40
40
40
40
40
40
40
40
40
40
39
39
39
40
39
39
39
39
38
38
33
38
38
38
38
38
37
36
36
34
42
42
42
33
33
46
46
46
44
44
44
44
33
41
41
41
41
41
41
41
40
40
40
40
40
40
39
39
39
39
39
39
38
37
37
34
34
34
33
33
33
33
42
41
41
40
40
40
40
40
40
40
40
40
39
38
37
37
37
36
35
35
34
34
34
45
33
33
34
34
33
40
40
35
35
34
34
34
34
34
34
33
34
33
34
34
33
34
34
33
33
33
33
33
33
34
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
49
49
49
49
49
49
49
49
49
43
49
42
42
42
35
42
42
42
42
40
38
35
35
43
48
49
49
49
49
47
47
45
45
45
35
35
43
43
43
42
42
40
40
33
43
39
34
44
43
44
35
41
37
38
37
34
38
35
34
33
40
39
37
34
34
34
40
39
39
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
40
39
38
39
39
39
39
39
39
39
38
39
39
39
38
38
38
38
38
35
38
38
37
35
40
40
40
40
38
39
39
38
38
38
37
37
34
34
34
34
34
40
40
40
39
39
34
34
34
33
33
32
50
47
47
47
45
41
40
39
51
49
47
46
45
37
37
42
40
40
35
47
43
32
38
36
35
35
33
40
40
37
37
37
35
35
35
35
35
35
35
35
34
34
33
34
33
40
35
34
34
33
33
35
35
35
35
35
34
33
34
33
33
33
37
37
35
36
35
35
35
35
35
35
35
40
40
40
41
41
39
35
34
34
34
34
35
36
35
35
37
37
34
34
36
39
39
39
34
33
32
35
35
45
45
45
47
46
46
46
46
42
42
42
44
43
43
43
43
43
43
43
40
40
40
40
42
42
42
42
42
42
42
42
41
41
41
42
44
44
34
34
34
33
33
33
33
33
33
34
34
34
34
34
36
35
43
43
34
34
33
33
33
33
33
33
34
33
33
34
34
34
34
33
33
34
34
33
33
33
33
45
42
42
33
34
33
33
33
33
48
48
48
42
39
39
39
37
34
34
47
47
46
44
44
37
37
43
38
34
36
36
34
44
44
44
42
37
37
36
35
34
34
34
44
34
42
42
42
43
43
43
43
43
43
43
43
42
42
42
43
43
41
41
43
35
51
51
51
49
48
47
45
43
43
43
43
42
42
42
40
41
35
51
51
51
47
49
49
49
49
48
49
49
48
48
47
47
47
48
45
44
44
44
43
44
44
44
44
43
43
51
47
48
44
40
40
38
40
34
33
33
34
34
34
34
34
34
33
33
33
34
33
33
33
33
33
33
33
32
32
33
33
33
33
33
32
32
33
36
36
36
35
34
34
34
34
34
34
35
34
34
34
34
34
34
34
34
34
34
34
34
34
33
33
33
33
33
34
33
33
34
34
33
33
32
36
35
34
34
34
34
34
34
34
34
34
34
34
33
34
34
34
34
33
33
33
34
34
33
33
34
36
34
34
34
33
33
33
34
34
34
34
33
33
33
35
50
50
34
34
34
34
34
34
34
34
34
34
34
48
50
48
